,Unnamed: 0,Question_url,Question,Followers,Last_followed_date,Views,answers,merged
277,78,https://www.quora.com/Why-can-t-Amazon-just-shut-down-the-Staten-Island-warehouse-that-recently-voted-to-unionize,Why can’t Amazon just shut down the Staten Island warehouse that recently voted to unionize?,4,2022-04-02,13700.0,3,0
278,142,https://www.quora.com/Why-is-the-Wheel-of-Time-book-one-so-similar-to-Fellowship-of-the-Ring-in-the-first-half-of-the-novel-Was-Robert-Jordan-influenced-by-J-R-R-Tolkien,Why is the Wheel of Time book one so similar to “Fellowship of the Ring” in the first half of the novel? Was Robert Jordan influenced by J.R.R Tolkien?,4,2020-09-25,3300.0,3,0
279,418,https://www.quora.com/Would-you-rather-work-for-Apple-Google-or-Facebook,"Would you rather work for Apple, Google, or Facebook?",4,2022-05-23,2300.0,3,0
280,90,https://www.quora.com/How-do-you-enter-in-a-PO-Box-on-Amazon-I-am-sending-a-gift-to-someone-and-I-want-to-know-how-to-enter-in-a-PO-Box-What-things-go-in-what-text-fields,"How do you enter in a PO Box on Amazon? I am sending a gift to someone, and I want to know how to enter in a PO Box. What things go in what text fields?",4,2022-03-07,34200.0,4,0
281,173,https://www.quora.com/Whats-Terry-Pratchetts-worst-novel-and-why,"What's Terry Pratchett's worst novel, and why?",4,2020-04-10,4300.0,5,0
282,232,https://www.quora.com/What-makes-certain-CEOs-famous-tech-a-bit-more-specifically-How-come-if-I-talked-to-a-random-person-street-they-would-know-who-Steve-Jobs-Mark-Zuckerberg-and-Bill-Gates-are-but-not-CEOs-like-Satya-Nadella-and-Sundar,"What makes certain CEOs famous (tech a bit more specifically)? How come if I talked to a random person street, they would know who Steve Jobs, Mark Zuckerberg, and Bill Gates are, but not CEOs like Satya Nadella, and Sundar Pichai?",4,2019-08-17,1900.0,5,0
283,83,https://www.quora.com/Why-wont-some-companies-ship-to-PO-Boxes,Why won't some companies ship to PO Boxes?,4,2021-12-27,17000.0,8,0
284,530,https://www.quora.com/How-do-I-quit-my-job-at-an-Amazon-warehouse,How do I quit my job at an Amazon warehouse?,4,2021-12-25,133900.0,9,0
285,37,https://www.quora.com/The-animated-adaptation-of-Invincible-Image-Comics-is-gonna-be-on-Amazon-Prime-Do-you-think-the-producers-will-adapt-Issue-110-in-the-future-or-is-it-too-risky-in-this-double-standard-society-we-live-in,The animated adaptation of Invincible (Image Comics) is gonna be on Amazon Prime. Do you think the producers will adapt Issue 110 in the future or is it too risky in this double standard society we live in?,4,2021-07-08,59100.0,12,0
286,72,https://www.quora.com/Does-AOC-regret-pushing-Amazon-out-of-New-York-since-the-pandemic-hit-and-Amazon-seems-to-be-one-of-the-few-businesses-still-standing,Does AOC regret pushing Amazon out of New York since the pandemic hit and Amazon seems to be one of the few businesses still standing?,4,2021-02-08,55700.0,12,0
287,96,https://www.quora.com/Why-wont-UPS-deliver-to-a-PO-box,Why won't UPS deliver to a PO box?,4,2021-02-03,50100.0,17,2
288,3,https://www.quora.com/Who-do-you-trust-more-Elon-Musk-or-Jeff-Bezos,"Who do you trust more, Elon Musk or Jeff Bezos?",4,2021-04-26,155800.0,23,0
289,24,https://www.quora.com/Can-shareholders-vote-Jeff-Bezos-out-of-Amazon,Can shareholders vote Jeff Bezos out of Amazon?,4,2022-03-24,231500.0,23,0
290,160,https://www.quora.com/unanswered/In-Good-Omens-was-God-at-the-park-in-the-end,"In Good Omens, was God at the park in the end?",3,2019-11-22,254.0,0,0
291,188,https://www.quora.com/unanswered/Who-is-more-respected-Elon-Musk-or-Jeff-Bezos,"Who is more respected, Elon Musk or Jeff Bezos?",3,2020-05-19,799.0,0,0
292,194,https://www.quora.com/unanswered/Who-is-more-friendly-Elon-Musk-or-Jeff-Bezos,"Who is more friendly, Elon Musk or Jeff Bezos?",3,2020-12-08,914.0,0,0
293,203,https://www.quora.com/unanswered/Who-is-the-most-powerful-Elon-Musk-or-Jeff-Bezos,"Who is the most powerful, Elon Musk or Jeff Bezos?",3,2018-11-11,1300.0,0,0
294,215,https://www.quora.com/unanswered/Amongst-the-billion-dollar-tech-founders-who-studied-computer-science-at-college-who-do-you-think-is-the-smartest-between-Mark-Zuckerberg-Facebook-Bill-Gates-Microsoft-or-Sergey-Brin-and-Larry-Page-Google-Why,"Amongst the billion dollar tech founders who studied computer science at college, who do you think is the smartest between Mark Zuckerberg (Facebook), Bill Gates (Microsoft), or Sergey Brin and Larry Page (Google)? Why?",3,2021-09-03,3200.0,0,0
295,258,https://www.quora.com/unanswered/What-company-will-Larry-and-Sergey-start-now-that-they-have-left-roles-at-Google,What company will Larry and Sergey start now that they have left roles at Google?,3,2019-12-09,593.0,0,0
296,353,https://www.quora.com/unanswered/Do-you-think-the-divorce-of-Jeff-Bezos-will-affect-in-his-business,Do you think the divorce of Jeff Bezos will affect in his business?,3,2019-01-10,469.0,0,2
297,448,https://www.quora.com/unanswered/What-companies-are-considered-Tier-1-and-which-as-Tier-2,What companies are considered Tier 1 and which as Tier 2?,3,2017-06-05,2200.0,0,0
298,453,https://www.quora.com/unanswered/What-are-tier-one-companies-1,What are tier one companies?,3,2016-08-01,1600.0,0,0
299,495,https://www.quora.com/unanswered/Which-software-technology-company-is-most-desirable-to-work-with-Apple-Facebook-Amazon-Google-or-Microsoft,"Which software/technology company is most desirable to work with, Apple, Facebook, Amazon, Google, or Microsoft?",3,2019-11-12,371.0,0,0
300,588,https://www.quora.com/unanswered/How-is-artificial-intelligence-bringing-out-new-possibilities-and-changing-business-scenarios,How is artificial intelligence bringing out new possibilities and changing business scenarios?,3,2019-02-01,866.0,0,0
301,205,https://www.quora.com/Who-is-better-in-terms-of-a-business-mind-Elon-Musk-or-Jeff-Bezos,"Who is better in terms of a business mind, Elon Musk or Jeff Bezos?",3,2019-03-28,850.0,1,0
302,227,https://www.quora.com/Why-is-Larry-Page-not-famous,Why is Larry Page not famous?,3,2017-09-07,2800.0,1,0
303,260,https://www.quora.com/Will-Larry-Page-and-Sergey-Brin-stepping-down-from-Google-Alphabet-be-a-positive-move-for-the-company,Will Larry Page and Sergey Brin stepping down from Google (Alphabet) be a positive move for the company?,3,2019-12-04,548.0,1,0
304,269,https://www.quora.com/Who-is-the-founder-of-Google-Why-are-they-not-the-worlds-richest-person,Who is the founder of Google? Why are they not the world's richest person?,3,2020-04-26,959.0,1,0
305,284,https://www.quora.com/Do-you-think-the-Jeff-Bezos-Lauren-Sanchez-affair-will-last,"Do you think the Jeff Bezos, Lauren Sanchez affair will last?",3,2021-12-20,9100.0,1,0
306,301,https://www.quora.com/Why-did-Jeff-Bezos-look-so-happy-knowing-he-gave-his-ex-wife-billions-of-dollars-in-a-divorce,Why did Jeff Bezos look so happy knowing he gave his ex wife billions of dollars in a divorce?,3,2019-07-19,411.0,1,0
307,425,https://www.quora.com/Which-Silicon-Valley-company-is-the-most-desired-and-most-difficult-to-get-a-job-at,Which Silicon Valley company is the most desired and most difficult to get a job at?,3,2019-02-15,2300.0,1,0
308,497,https://www.quora.com/Is-it-true-that-Cisco-fires-employees-every-month,Is it true that Cisco fires employees every month?,3,2020-03-02,3700.0,1,0
309,54,https://www.quora.com/What-did-Amazon-see-that-other-companies-were-blind-to,What did Amazon see that other companies were blind to?,3,2022-09-04,17700.0,2,0
310,155,https://www.quora.com/What-do-you-think-of-the-Amazon-show-Good-Omens-particularly-those-who-ve-also-read-the-book,"What do you think of the Amazon show Good Omens, particularly those who’ve also read the book?",3,2019-06-01,952.0,2,0
311,273,https://www.quora.com/Why-is-a-Muslim-marrying-the-daughter-of-the-world-richest-person-Bill-Gates,Why is a Muslim marrying the daughter of the world richest person Bill Gates?,3,2019-01-31,476.0,2,0
312,289,https://www.quora.com/Why-didn-t-Jeff-Bezos-wife-MacKenzie-Bezos-get-50-of-Amazon-in-divorce,Why didn’t Jeff Bezos wife MacKenzie Bezos get 50% of Amazon in divorce?,3,2021-02-01,941.0,2,0
313,458,https://www.quora.com/Is-Silicon-Valley-on-Netflix-India,Is Silicon Valley on Netflix (India)?,3,2018-09-09,6100.0,2,0
314,462,https://www.quora.com/How-do-Microsoft-new-employees-choose-computers,How do Microsoft new employees choose computers?,3,2013-12-07,17200.0,2,0
315,466,https://www.quora.com/Do-Microsoft-employees-get-telephone-bill-reimbersement,Do Microsoft employees get telephone bill reimbersement?,3,2019-05-24,5000.0,2,0
316,636,https://www.quora.com/Which-artificial-intelligence-method-do-you-think-will-be-the-leader-in-the-next-years,Which artificial intelligence method do you think will be the leader in the next years?,3,2020-02-03,1300.0,2,0
317,177,https://www.quora.com/Did-anybody-ever-try-to-treat-their-plants-like-Crowley-from-Good-Omens,Did anybody ever try to treat their plants like Crowley from Good Omens?,3,2018-02-01,2000.0,3,0
318,367,https://www.quora.com/I-like-Microsoft-but-want-to-join-Google-which-should-I-choose,"I like Microsoft but want to join Google, which should I choose?",3,2014-10-18,1600.0,3,0
319,610,https://www.quora.com/What-companies-are-successfully-using-AI,What companies are successfully using AI?,3,2022-05-11,758.0,3,0
320,49,https://www.quora.com/Does-Jeff-Bezos-Blue-Origin-have-as-much-success-as-SpaceX,Does Jeff Bezos Blue Origin have as much success as SpaceX?,3,2020-02-07,42900.0,4,0
321,79,https://www.quora.com/How-did-Jeff-Bezos-become-rich,How did Jeff Bezos become rich?,3,2021-08-10,53000.0,4,0
322,88,https://www.quora.com/How-does-Amazon-shipping-to-your-PO-Box-s-street-address-work-I-received-a-photo-from-Amazon-showing-that-my-package-was-delivered-but-it-was-outside-on-the-ground-next-to-a-locked-back-door-at-the-post-office-Is,How does Amazon shipping to your PO Box’s street address work? I received a photo from Amazon showing that my package was delivered but it was outside on the ground next to a locked back door at the post office. Is this normal?,3,2021-03-09,2300.0,4,0
323,93,https://www.quora.com/Why-do-some-sellers-on-Amazon-and-eBay-not-deliver-to-your-PO-box-Dont-they-realize-that-they%E2%80%99re-losing-business-as-the-next-seller-will-deliver,Why do some sellers on Amazon and eBay not deliver to your PO box? Don't they realize that they’re losing business. as the next seller will deliver?,3,2017-07-10,5300.0,4,0
324,115,https://www.quora.com/Where-can-I-purchase-cardboard-boxes-in-bulk,Where can I purchase cardboard boxes in bulk?,3,2020-07-13,2200.0,4,0
325,283,https://www.quora.com/What-are-your-thoughts-on-Lauren-Sanchez-breaking-the-marriage-of-Jeff-Bezos-and-Mackenzie-Bezos,What are your thoughts on Lauren Sanchez breaking the marriage of Jeff Bezos and Mackenzie Bezos?,3,2020-01-17,6500.0,4,0
326,118,https://www.quora.com/Why-do-companies-package-products-in-boxes-that-are-way-too-big,Why do companies package products in boxes that are way too big?,3,2017-06-20,3700.0,5,0
327,166,https://www.quora.com/I-read-Good-Omens-because-I-m-a-fan-of-Terry-Pratchett-David-Tennant-What-Neil-Gaiman-should-I-read-next,I read “Good Omens” because I’m a fan of Terry Pratchett & David Tennant. What Neil Gaiman should I read next?,3,2019-05-18,1300.0,5,0
328,622,https://www.quora.com/Has-Google-s-artificial-intelligence-come-to-life,Has Google’s artificial intelligence come to life?,3,2022-06-16,2000.0,5,0
329,132,https://www.quora.com/What-is-with-all-the-hate-on-Amazon-s-Rings-of-Power,What is with all the hate on Amazon’s Rings of Power?,3,2022-09-10,26900.0,7,0
330,616,https://www.quora.com/Do-you-think-Google-is-still-going-to-be-the-industry-leader-in-artificial-Intelligence-50-years-from-now,Do you think Google is still going to be the industry leader in artificial Intelligence 50 years from now?,3,2018-07-17,3500.0,7,0
331,149,https://www.quora.com/How-much-does-Good-Omens-TV-series-on-Amazon-differ-from-the-book,"How much does ""Good Omens"" (TV series on Amazon) differ from the book?",3,2019-05-11,12800.0,8,2
332,169,https://www.quora.com/Why-should-I-consider-reading-Good-Omens-book-by-Terry-Pratchett-and-Neil-Gaiman,"Why should I consider reading ""Good Omens"" book by Terry Pratchett and Neil Gaiman?",3,2019-07-29,6200.0,9,0
333,13,https://www.quora.com/Do-Google-Facebook-Amazon-and-Microsoft-employees-have-office-desk-phones-or-are-they-supplied-with-company-mobile-phones,"Do Google, Facebook, Amazon, and Microsoft employees have office desk phones or are they supplied with company mobile phones?",3,2020-03-23,41100.0,10,0
334,69,https://www.quora.com/Why-do-massive-corporations-such-as-Amazon-and-Apple-push-progressive-politics,Why do massive corporations such as Amazon and Apple push progressive politics?,3,2020-06-20,45800.0,15,0
335,147,https://www.quora.com/What-are-the-positives-and-negatives-of-Amazons-Good-Omens-Has-it-been-a-faithful-adaptation,What are the positives and negatives of Amazon's Good Omens? Has it been a faithful adaptation?,3,2020-04-23,18900.0,15,0
336,92,https://www.quora.com/Why-don-t-online-stores-like-shipping-to-PO-Boxes,Why don’t online stores like shipping to PO Boxes?,3,2021-04-26,5800.0,17,0
337,576,https://www.quora.com/What-are-the-main-types-of-cloud-computing,What are the main types of cloud computing?,3,2020-06-09,9600.0,19,3
338,46,https://www.quora.com/Caught-neighborhood-kids-on-camera-stealing-my-Amazon-package-should-I-post-the-video-online-and-call-the-police,"Caught neighborhood kids on camera stealing my Amazon package, should I post the video online and call the police?",3,2020-06-24,130800.0,41,0
339,40,https://www.quora.com/With-the-increasing-concern-of-data-privacy-how-will-the-government-regulation-affect-the-tech-companies-profitability-from-data-collection-like-Google-Facebook-Amazon-Yahoo-Apple-and-so-on,"With the increasing concern of data privacy, how will the government regulation affect the tech companies' profitability from data collection like Google, Facebook, Amazon, Yahoo, Apple and so on?",3,2020-08-18,12600.0,46,0
340,106,https://www.quora.com/unanswered/What-are-the-best-options-and-choice-cardboard-packaging-boxes,What are the best options and choice cardboard packaging boxes?,2,2021-08-31,338.0,0,0
341,237,https://www.quora.com/unanswered/What-account-did-Larry-Paige-and-sergey-Brin-use-to-start-Google,What account did Larry Paige and sergey Brin use to start Google?,2,2021-09-17,492.0,0,0
342,239,https://www.quora.com/unanswered/What-made-Sergey-Brin-and-Larry-Page-to-start-Google,What made Sergey Brin and Larry Page to start Google?,2,2019-01-25,372.0,0,0
343,250,https://www.quora.com/unanswered/Does-anyone-know-how-to-contact-Sergey-Brin,Does anyone know how to contact Sergey Brin?,2,2017-04-29,509.0,0,0
344,254,https://www.quora.com/unanswered/What-did-Sergey-Brin-do-in-science,What did Sergey Brin do in science?,2,2019-04-30,476.0,0,0
345,261,https://www.quora.com/unanswered/Why-did-Larry-Page-and-Sergei-Brin-create-Google-even-at-that-time-yahoo-was-already-there,Why did Larry Page and Sergei Brin create Google even at that time yahoo was already there?,2,2015-11-14,589.0,0,0
346,302,https://www.quora.com/unanswered/How-much-money-will-Jeff-Bezos-divorce-cost-him,How much money will Jeff Bezos' divorce cost him?,2,2019-01-29,412.0,0,0
347,316,https://www.quora.com/unanswered/Does-Jeff-Bezos-has-an-affair,Does Jeff Bezos has an affair?,2,2019-01-10,187.0,0,0
348,318,https://www.quora.com/unanswered/How-did-Jeff-Bezos-treat-his-first-wife,How did Jeff Bezos treat his first wife?,2,2019-07-25,262.0,0,0
349,324,https://www.quora.com/unanswered/Jeff-Bezos-settles-the-most-expensive-divorce-Who-will-control-Amazon-now,Jeff Bezos settles the most expensive divorce. Who will control Amazon now?,2,2019-04-05,355.0,0,0
350,345,https://www.quora.com/unanswered/If-Jeff-Bezos-divorce-didnt-happen-would-he-still-be-the-richest-person-in-2021,"If Jeff Bezos’ divorce didn't happen, would he still be the richest person in 2021?",2,2021-01-16,146.0,0,0
351,347,https://www.quora.com/unanswered/What-happened-between-Jeff-Bezos-and-his-wife,What happened between Jeff Bezos and his wife?,2,2019-07-25,217.0,0,0
352,349,https://www.quora.com/unanswered/What-does-Jeff-Bezos-s-wife-doing-now,What does Jeff Bezos’s wife doing now?,2,2019-07-09,247.0,0,0
353,350,https://www.quora.com/unanswered/What-is-the-Kokomo-of-Jeff-Bezos-former-wife,What is the Kokomo of Jeff Bezos' former wife?,2,2021-01-01,309.0,0,0
354,351,https://www.quora.com/unanswered/Who-is-the-wife-of-Jeff-Bezos,Who is the wife of Jeff Bezos?,2,2019-07-07,259.0,0,0
355,390,https://www.quora.com/unanswered/Which-is-best-Amazon-Apple-Facebook-or-Google-Which-company-offers-a-high-salary,"Which is best, Amazon, Apple, Facebook, or Google? Which company offers a high salary?",2,2019-03-18,1500.0,0,0
356,392,https://www.quora.com/unanswered/Who-has-the-best-benefits-Apple-Amazon-Facebook-or-Google,"Who has the best benefits Apple, Amazon, Facebook or Google?",2,2019-06-10,223.0,0,0
357,410,https://www.quora.com/unanswered/What-are-some-of-the-biggest-difference-in-workplace-culture-between-Facebook-Apple-and-Google,"What are some of the biggest difference in workplace culture between Facebook, Apple, and Google?",2,2019-07-31,176.0,0,0
358,449,https://www.quora.com/unanswered/How-are-Tier-1-2-3-and-4-IT-companies-categorized-in-India,"How are Tier 1, 2, 3, and 4 IT companies categorized in India?",2,2020-11-16,3200.0,0,0
359,493,https://www.quora.com/unanswered/Which-company-has-impressed-you-most-out-of-Google-Microsoft-Amazon-Facebook-or-Apple-Why,"Which company has impressed you most out of Google, Microsoft, Amazon, Facebook or Apple? Why?",2,2019-08-14,4600.0,0,0
360,507,https://www.quora.com/unanswered/Is-it-safe-to-join-Cisco-for-a-candidate-with-3-years-experience-in-2019-after-sudden-layoffs-in-the-past-few-years,"Is it safe to join Cisco for a candidate with 3 years experience in 2019, after sudden layoffs in the past few years?",2,2019-10-31,297.0,0,0
361,508,https://www.quora.com/unanswered/Has-anybody-been-affected-by-layoffs-at-Cisco-recently,Has anybody been affected by layoffs at Cisco recently?,2,2019-10-24,285.0,0,0
362,514,https://www.quora.com/unanswered/Im-being-layed-off-from-Cisco-Some-people-get-better-severance-than-others-How-should-I-play-it,I'm being layed off from Cisco. Some people get better severance than others. How should I play it?,2,2016-09-20,717.0,0,0
363,550,https://www.quora.com/unanswered/Why-dont-Apple-Facebook-Google-Tesla-and-Amazon-join-hands-and-create-the-biggest-company-that-will-ever-exist,"Why don't Apple, Facebook, Google, Tesla and Amazon join hands and create the biggest company that will ever exist?",2,2019-12-15,95.0,0,0
364,551,https://www.quora.com/unanswered/Why-did-Apple-Amazon-Microsoft-and-Facebook-lose-billions-of-dollars-in-2020,"Why did Apple, Amazon, Microsoft, and Facebook 'lose' billions of dollars in 2020?",2,2020-03-14,441.0,0,0
365,562,https://www.quora.com/unanswered/Is-Amazon-the-biggest-cloud-computing-tech-giant-now,Is Amazon the biggest cloud computing tech giant now?,2,2021-02-17,303.0,0,0
366,587,https://www.quora.com/unanswered/What-is-additional-artificial-intelligence,What is additional artificial intelligence?,2,2021-01-29,364.0,0,0
367,599,https://www.quora.com/unanswered/Where-is-artificial-intelligence-actually-applied-with-examples,Where is artificial intelligence actually applied with examples?,2,2021-08-09,1300.0,0,0
368,608,https://www.quora.com/unanswered/What-AI-exists-today,What AI exists today?,2,2020-12-04,213.0,0,0
369,630,https://www.quora.com/unanswered/Does-Google-have-Artificial-general-intelligence-AGI,Does Google have Artificial general intelligence (AGI)?,2,2022-06-21,363.0,0,0
370,143,https://www.quora.com/How-does-Wheel-of-Time-compare-to-Lord-of-the-Rings-In-what-ways,How does Wheel of Time compare to Lord of the Rings? In what ways?,2,2020-11-23,2100.0,1,0
371,262,https://www.quora.com/Is-Larry-Page-still-Google-s-CEO,Is Larry Page still Google’s CEO?,2,2019-07-19,699.0,1,0
372,295,https://www.quora.com/Is-living-with-a-wife-more-painful-for-Jeff-Bezos-than-losing-38-billion-dollars-in-a-divorce-settlement,Is living with a wife more painful for Jeff Bezos than losing 38 billion dollars in a divorce settlement?,2,2020-02-04,315.0,1,0
373,325,https://www.quora.com/What-does-Jeff-Bezos-divorce-mean-for-Amazon,What does Jeff Bezos’ divorce mean for Amazon?,2,2019-01-11,491.0,1,0
374,335,https://www.quora.com/Does-Jeff-Bezos-divorce-reduces-Amazons-net-worth,Does Jeff Bezos' divorce reduces Amazon's net worth?,2,2019-01-18,306.0,1,0
375,403,https://www.quora.com/How-does-the-culture-of-Apple-and-Google-differ,How does the culture of Apple and Google differ?,2,2020-04-29,2100.0,1,0
376,481,https://www.quora.com/Does-Microsoft-have-a-new-employee-orientation-policy,Does Microsoft have a new employee orientation policy?,2,2018-12-16,2600.0,1,0
377,498,https://www.quora.com/Why-does-Cisco-often-fire-employees,Why does Cisco often fire employees?,2,2019-07-18,1300.0,1,0
378,506,https://www.quora.com/Whats-the-impact-of-Cisco-laid-off-recently,What's the impact of Cisco laid off recently?,2,2013-10-09,1900.0,1,0
379,515,https://www.quora.com/What-is-the-worst-job-to-have-at-Amazon,What is the worst job to have at Amazon?,2,2022-07-25,16800.0,1,0
380,522,https://www.quora.com/Why-do-you-think-Amazon-is-a-bad-or-good-place-to-work-today,Why do you think Amazon is a bad or good place to work today?,2,2021-03-27,1500.0,1,0
381,531,https://www.quora.com/Why-does-Amazon-pay-employees-to-quit,Why does Amazon pay employees to quit?,2,2020-12-13,1700.0,1,0
382,567,https://www.quora.com/Is-Amazon-Cloud-Storage-free,Is Amazon Cloud Storage free?,2,2019-08-27,918.0,1,0
383,571,https://www.quora.com/What-are-the-benefits-of-cloud-computing-excepting,What are the benefits of cloud computing excepting?,2,2022-01-22,1900.0,1,0
384,604,https://www.quora.com/What-business-and-industrial-can-be-created-with-artificial-intelligence,What business and industrial can be created with artificial intelligence?,2,2020-07-08,1900.0,1,0
385,130,https://www.quora.com/How-are-cardboard-boxes-better-than-others-for-protecting-our-products,How are cardboard boxes better than others for protecting our products?,2,2020-12-04,260.0,2,0
386,178,https://www.quora.com/Is-the-Crowley-as-Raphael-fan-theory-viable-in-the-Good-Omens-novel-as-well-Or-does-it-only-work-for-the-TV-series,Is the Crowley as Raphael fan theory viable in the Good Omens novel as well? Or does it only work for the TV series?,2,2019-11-22,923.0,2,0
387,181,https://www.quora.com/Is-Neil-Gaiman-bisexual,Is Neil Gaiman bisexual?,2,2014-12-31,6800.0,2,0
388,196,https://www.quora.com/Who-is-richer-in-2021-Jeff-Bezos-or-Elon-Musk,"Who is richer in 2021, Jeff Bezos or Elon Musk?",2,2021-11-24,3800.0,2,0
389,197,https://www.quora.com/Are-multiple-people-such-as-Jeff-Bezos-or-Elon-Musk-going-to-rise-in-the-future,Are multiple people such as Jeff Bezos or Elon Musk going to rise in the future?,2,2020-05-03,7700.0,2,0
390,369,https://www.quora.com/Has-anyone-left-Google-to-join-Microsoft-ever,Has anyone left Google to join Microsoft ever?,2,2016-09-30,5700.0,2,0
391,552,https://www.quora.com/Will-Amazon-ultimately-eclipse-Microsoft-Google-and-Apple-as-the-premier-American-technology-giant,"Will Amazon ultimately eclipse Microsoft, Google, and Apple as the premier American technology giant?",2,2018-12-21,838.0,2,0
392,570,https://www.quora.com/What-are-the-disadvantages-of-the-cloud-computing,What are the disadvantages of the cloud computing?,2,2020-08-18,931.0,2,0
393,574,https://www.quora.com/What-businesses-benefit-from-cloud-computing,What businesses benefit from cloud computing?,2,2022-06-02,1300.0,2,0
394,605,https://www.quora.com/How-can-artificial-intelligence-be-used-in-business-and-industry,How can artificial intelligence be used in business and industry?,2,2022-04-19,933.0,2,0
395,109,https://www.quora.com/Why-are-cardboard-boxes-so-expensive,Why are cardboard boxes so expensive?,2,2019-11-27,3100.0,3,0
396,176,https://www.quora.com/Why-did-Crowley-and-Aziraphale-pick-the-roles-of-Nanny-and-Gardener,Why did Crowley and Aziraphale pick the roles of Nanny and Gardener?,2,2019-11-20,1700.0,3,0
397,182,https://www.quora.com/Whose-writing-is-more-ineffable-Terry-Pratchetts-or-Neil-Gaimans,"Whose writing is more ineffable, Terry Pratchett's or Neil Gaiman's?",2,2020-01-10,1100.0,3,0
398,525,https://www.quora.com/Why-do-employees-usually-work-for-2-3-years-at-Amazon-Inc-and-leave,Why do employees usually work for 2-3 years at Amazon Inc. and leave?,2,2019-08-19,8100.0,3,0
399,534,https://www.quora.com/Where-do-you-see-Google-Amazon-and-Microsoft-5-years-from-now-in-the-military-oil-and-gas-business-because-of-artificial-intelligence-projects,"Where do you see Google, Amazon, and Microsoft 5 years from now in the military, oil and gas business because of artificial intelligence projects?",2,2020-01-08,1200.0,3,0
400,536,https://www.quora.com/What-is-your-opinion-on-Google-Amazon-and-Microsoft-in-the-military-and-oil-business-now-because-of-AI,"What is your opinion on Google, Amazon, and Microsoft in the military and oil business now because of AI?",2,2020-01-05,1200.0,3,0
401,612,https://www.quora.com/How-is-artificial-intelligence-useful-to-us,How is artificial intelligence useful to us?,2,2019-11-24,785.0,3,0
402,20,https://www.quora.com/Why-do-some-companies-like-Google-Amazon-and-Facebook-have-a-no-feedback-policy-when-rejecting-candidates,"Why do some companies like Google, Amazon, and Facebook have a no feedback policy when rejecting candidates?",2,2022-02-15,111400.0,4,0
403,128,https://www.quora.com/What-are-the-advantages-and-disadvantages-of-cardboard-packaging,What are the advantages and disadvantages of cardboard packaging?,2,2022-07-02,179.0,4,0
404,152,https://www.quora.com/Why-doesnt-Crowley-eat-in-Good-Omens,Why doesn't Crowley eat in Good Omens?,2,2019-11-22,2200.0,4,0
405,153,https://www.quora.com/Why-is-the-TV-series-book-Good-Omens-called-Good-Omens,"Why is the TV-series/book ""Good Omens"" called Good Omens?",2,2019-06-06,2300.0,4,0
406,179,https://www.quora.com/Is-the-Amazon-Prime-series-Good-Omens-close-to-the-book,Is the Amazon Prime series Good Omens close to the book?,2,2019-06-02,1300.0,4,0
407,323,https://www.quora.com/Do-you-feel-sorry-for-Jeff-Bezos-for-having-to-go-through-divorce-proceedings-while-leading-Amazon,Do you feel sorry for Jeff Bezos for having to go through divorce proceedings while leading Amazon?,2,2019-01-14,1400.0,4,0
408,579,https://www.quora.com/What-are-the-different-types-of-cloud-computing-environments-and-cloud-computing-models,What are the different types of cloud computing environments and cloud computing models?,2,2022-04-06,1000.0,4,0
409,137,https://www.quora.com/Why-did-Amazon-choose-Patrick-McKay-and-JD-Payne-to-run-the-Rings-of-Power-when-they-have-no-prior-experience-with-the-story-nor-good-references-themselves-in-the-industry,Why did Amazon choose Patrick McKay and JD Payne to run the Rings of Power when they have no prior experience with the story nor good references themselves in the industry?,2,2022-02-22,2600.0,5,0
410,164,https://www.quora.com/Terry-Pratchett-fans-what-do-you-think-of-Amazons-adaptation-of-Good-Omens,Terry Pratchett fans what do you think of Amazon's adaptation of Good Omens?,2,2019-06-02,1500.0,5,0
411,73,https://www.quora.com/Why-wasn-t-Microsoft-included-in-FAANG-Facebook-Amazon-Apple-Netflix-Google-list-of-companies-every-software-developer-wants-to-work-for-besides-FAANG-not-containing-an-M,"Why wasn’t Microsoft included in FAANG (Facebook, Amazon, Apple, Netflix, Google) list of companies every software developer wants to work for (besides FAANG not containing an M)?",2,2021-01-24,142500.0,7,0
412,184,https://www.quora.com/Is-Neil-Gaimans-writing-style-obsolete,Is Neil Gaiman's writing style obsolete?,2,2020-10-03,4800.0,7,0
413,529,https://www.quora.com/Should-I-take-advantage-of-the-pay-to-quit-policy-in-Amazon,Should I take advantage of the pay-to-quit policy in Amazon?,2,2021-01-01,2900.0,8,0
414,2,https://www.quora.com/What-is-so-controversial-about-Amazons-Good-Omens,"What is so controversial about Amazon's ""Good Omens""?",2,2020-01-18,18700.0,10,0
415,165,https://www.quora.com/Do-you-think-Terry-Pratchett-would-like-Good-Omens,Do you think Terry Pratchett would like Good Omens?,2,2020-03-12,19800.0,10,0
416,28,https://www.quora.com/What-do-you-think-of-the-argument-that-if-Jeff-Bezos-s-annual-income-was-split-among-his-employees-they-would-only-get-an-extra-dollar,"What do you think of the argument that if Jeff Bezos’s annual income was split among his employees, they would only get an extra dollar?",2,2021-12-26,191800.0,22,0
417,58,https://www.quora.com/Why-do-people-think-that-Amazons-Rings-of-Power-will-be-bad,Why do people think that Amazon's Rings of Power will be bad?,2,2022-03-02,58500.0,32,0
